id,student_no,real_name,class_id
324,S00324,金雅丽,7
324,S00324,金雅丽,7
325,S00325,钱丽,7
325,S00325,钱丽,7
326,S00326,曹涛,7
328,S00328,吕晨峰,7
329,S00329,施琪燕,7
330,S00330,周宇,7
331,S00331,Mia,7
332,S00332,赵媛,7
333,S00333,华航,7
334,S00334,李强,7
336,S00336,钱媛,7
337,S00337,魏琳,7
338,S00338,王欣静,7
339,S00339,许萍,7
339,S00339,许萍,7
340,S00340,朱鑫,7
340,S00340,朱鑫,7
341,S00341,孙杰,7
343,S00343,蒋斌,7
343,S00343,蒋斌,7
343,S00343,蒋斌,7
344,S00344,赵燕,7
345,S00345,冯琳婷,7
345,S00345,冯琳婷,7
345,S00345,冯琳婷,7
346,S00346,秦倩萍,7
346,S00346,秦倩萍,7
347,S00347,魏芳,7
347,S00347,魏芳,7
347,S00347,魏芳,7
347,S00347,魏芳,7
348,S00348,周伟宇,7
349,S00349,严晨,7
352,S00352,赵宇,7
352,S00352,赵宇,7
353,S00353,李慧燕,7
353,S00353,李慧燕,7
353,S00353,李慧燕,7
354,S00354,吴勇勇,7
354,S00354,吴勇勇,7
356,S00356,Isabella,7
356,S00356,Isabella,7
357,S00357,吕勇,7
357,S00357,吕勇,7
359,S00359,王艳,7
359,S00359,王艳,7
360,S00360,许欣欣,7
360,S00360,许欣欣,7
362,S00362,褚峰鹏,7
362,S00362,褚峰鹏,7
362,S00362,褚峰鹏,7
364,S00364,姜皓,7
365,S00365,尤娜萍,7
367,S00367,郑鹏航,7
368,S00368,韩雪,7
368,S00368,韩雪,7
371,S00371,朱欣雪,7
372,S00372,郑昊,8
373,S00373,施琪婷,8
373,S00373,施琪婷,8
374,S00374,魏娜,8
376,S00376,许晨,8
378,S00378,陈斌超,8
378,S00378,陈斌超,8
378,S00378,陈斌超,8
379,S00379,蒋艳,8
379,S00379,蒋艳,8
381,S00381,吕涛,8
381,S00381,吕涛,8
381,S00381,吕涛,8
382,S00382,姜博,8
383,S00383,魏磊杰,8
383,S00383,魏磊杰,8
384,S00384,王昊凯,8
384,S00384,王昊凯,8
385,S00385,孙燕,8
386,S00386,曹丽洁,8
387,S00387,何慧,8
387,S00387,何慧,8
388,S00388,施婷,8
388,S00388,施婷,8
389,S00389,冯军,8
390,S00390,郑浩,8
390,S00390,郑浩,8
391,S00391,朱超鑫,8
392,S00392,Sophia,8
392,S00392,Sophia,8
393,S00393,钱浩斌,8
393,S00393,钱浩斌,8
393,S00393,钱浩斌,8
393,S00393,钱浩斌,8
394,S00394,韩倩,8
394,S00394,韩倩,8
394,S00394,韩倩,8
395,S00395,王静,8
396,S00396,郑倩,8
397,S00397,陈涛,8
397,S00397,陈涛,8
398,S00398,朱军,8
398,S00398,朱军,8
399,S00399,孙涛,8
399,S00399,孙涛,8
401,S00401,何鹏,8
402,S00402,冯杰,8
402,S00402,冯杰,8
403,S00403,姜婷媛,8
404,S00404,陶洁洁,8
404,S00404,陶洁洁,8
405,S00405,冯颖慧,8
405,S00405,冯颖慧,8
405,S00405,冯颖慧,8
406,S00406,郑丽洁,8
407,S00407,韩洋,8
407,S00407,韩洋,8
411,S00411,冯宇,8
414,S00414,韩丹丽,8
414,S00414,韩丹丽,8
414,S00414,韩丹丽,8
417,S00417,韩丹,8
417,S00417,韩丹,8
418,S00418,张琪,8
418,S00418,张琪,8
419,S00419,陶磊,8
421,S00421,李鑫,8
421,S00421,李鑫,8
422,S00422,施倩,8
423,S00423,金勇,8
425,S00425,Isabella,9
428,S00428,陈洁,9
428,S00428,陈洁,9
429,S00429,金雪,9
429,S00429,金雪,9
429,S00429,金雪,9
430,S00430,陶勇,9
432,S00432,沈伟超,9
432,S00432,沈伟超,9
433,S00433,金丹,9
434,S00434,金强,9
436,S00436,尤鹏,9
436,S00436,尤鹏,9
437,S00437,沈洁,9
438,S00438,钱芳,9
438,S00438,钱芳,9
439,S00439,秦静,9
440,S00440,许涛,9
440,S00440,许涛,9
442,S00442,姜丽,9
442,S00442,姜丽,9
443,S00443,魏峰,9
443,S00443,魏峰,9
444,S00444,吴超杰,9
445,S00445,曹雪欣,9
445,S00445,曹雪欣,9
446,S00446,秦杰,9
448,S00448,陈凯,9
449,S00449,严艳,9
449,S00449,严艳,9
450,S00450,李敏,9
451,S00451,冯静,9
453,S00453,吴超强,9
453,S00453,吴超强,9
453,S00453,吴超强,9
454,S00454,施娜,9
454,S00454,施娜,9
454,S00454,施娜,9
455,S00455,秦伟,9
455,S00455,秦伟,9
457,S00457,韩婷,9
458,S00458,冯晨浩,9
459,S00459,吕倩琳,9
459,S00459,吕倩琳,9
460,S00460,王洋,9
460,S00460,王洋,9
460,S00460,王洋,9
462,S00462,朱萍,9
463,S00463,杨婷倩,9
463,S00463,杨婷倩,9
464,S00464,赵娜,9
464,S00464,赵娜,9
465,S00465,王媛琳,9
466,S00466,尤敏,9
466,S00466,尤敏,9
467,S00467,姜博,9
468,S00468,陈艳,9
470,S00470,Ava,9
471,S00471,蒋涛,9
472,S00472,朱芳,9
472,S00472,朱芳,9
473,S00473,金航斌,9
473,S00473,金航斌,9
473,S00473,金航斌,9
474,S00474,褚涛,9
474,S00474,褚涛,9
474,S00474,褚涛,9
474,S00474,褚涛,9
476,S00476,秦浩峰,9
478,S00478,杨琪,10
479,S00479,杨军,10
479,S00479,杨军,10
481,S00481,赵丽静,10
482,S00482,姜强军,10
482,S00482,姜强军,10
485,S00485,李鹏,10
485,S00485,李鹏,10
486,S00486,蒋斌,10
487,S00487,周鹏涛,10
488,S00488,施琳萍,10
488,S00488,施琳萍,10
489,S00489,严丽,10
490,S00490,褚勇昊,10
490,S00490,褚勇昊,10
491,S00491,李婷婷,10
492,S00492,姜航浩,10
492,S00492,姜航浩,10
494,S00494,Emma,10
495,S00495,蒋超杰,10
497,S00497,Sophia,10
498,S00498,Sophia,10
498,S00498,Sophia,10
498,S00498,Sophia,10
499,S00499,周雅,10
500,S00500,周媛,10
501,S00501,冯凯,10
502,S00502,姜勇,10
502,S00502,姜勇,10
503,S00503,蒋琪,10
503,S00503,蒋琪,10
504,S00504,曹雪燕,10
504,S00504,曹雪燕,10
505,S00505,赵博,10
505,S00505,赵博,10
507,S00507,孙斌涛,10
507,S00507,孙斌涛,10
508,S00508,朱琳,10
508,S00508,朱琳,10
509,S00509,张磊军,10
511,S00511,Noah,10
512,S00512,蒋磊航,10
512,S00512,蒋磊航,10
515,S00515,郑静,10
515,S00515,郑静,10
516,S00516,严航,10
518,S00518,赵皓,10
519,S00519,何媛,10
519,S00519,何媛,10
523,S00523,冯博,10
523,S00523,冯博,10
523,S00523,冯博,10
524,S00524,张峰,10
525,S00525,朱鹏,10
525,S00525,朱鹏,10
526,S00526,姜凯,10
528,S00528,Ava,10
528,S00528,Ava,10
529,S00529,杨婷琳,10
530,S00530,杨杰鑫,10
531,S00531,Olivia,11
531,S00531,Olivia,11
532,S00532,Olivia,11
533,S00533,钱皓,11
533,S00533,钱皓,11
534,S00534,严媛,11
534,S00534,严媛,11
534,S00534,严媛,11
535,S00535,王晨,11
536,S00536,李欣,11
539,S00539,何媛,11
540,S00540,卫鹏鹏,11
542,S00542,陈航,11
542,S00542,陈航,11
544,S00544,孙皓,11
544,S00544,孙皓,11
544,S00544,孙皓,11
544,S00544,孙皓,11
545,S00545,吴博,11
546,S00546,吕敏,11
546,S00546,吕敏,11
546,S00546,吕敏,11
546,S00546,吕敏,11
548,S00548,严静,11
549,S00549,曹磊,11
549,S00549,曹磊,11
550,S00550,严萍慧,11
551,S00551,吴慧燕,11
552,S00552,吴昊,11
552,S00552,吴昊,11
553,S00553,严杰,11
553,S00553,严杰,11
555,S00555,孔萍,11
555,S00555,孔萍,11
556,S00556,赵鑫,11
557,S00557,吴浩,11
557,S00557,吴浩,11
558,S00558,杨勇,11
558,S00558,杨勇,11
559,S00559,Liam,11
560,S00560,Mia,11
560,S00560,Mia,11
562,S00562,褚伟,11
565,S00565,Sophia,11
565,S00565,Sophia,11
567,S00567,何燕,11
567,S00567,何燕,11
567,S00567,何燕,11
568,S00568,Emma,11
568,S00568,Emma,11
569,S00569,韩颖,11
569,S00569,韩颖,11
572,S00572,严洋,11
573,S00573,何琪,11
573,S00573,何琪,11
574,S00574,韩琳,11
575,S00575,何昊,11
576,S00576,周军昊,11
576,S00576,周军昊,11
577,S00577,何昊,11
578,S00578,Ethan,11
579,S00579,尤斌,11
580,S00580,卫颖,11
580,S00580,卫颖,11
582,S00582,韩强,11
583,S00583,孔浩,11
583,S00583,孔浩,11
584,S00584,曹斌,12
586,S00586,华宇,12
586,S00586,华宇,12
587,S00587,严欣琪,12
587,S00587,严欣琪,12
587,S00587,严欣琪,12
589,S00589,何浩磊,12
589,S00589,何浩磊,12
589,S00589,何浩磊,12
589,S00589,何浩磊,12
590,S00590,Emma,12
592,S00592,Isabella,12
592,S00592,Isabella,12
593,S00593,朱静,12
595,S00595,赵琳,12
595,S00595,赵琳,12
596,S00596,张强,12
599,S00599,姜琳,12
599,S00599,姜琳,12
600,S00600,孔慧丽,12
601,S00601,施敏,12
601,S00601,施敏,12
603,S00603,钱慧,12
605,S00605,赵浩,12
606,S00606,韩燕,12
606,S00606,韩燕,12
607,S00607,卫勇勇,12
608,S00608,王艳,12
610,S00610,韩媛,12
610,S00610,韩媛,12
611,S00611,郑琳,12
611,S00611,郑琳,12
611,S00611,郑琳,12
612,S00612,钱凯洋,12
613,S00613,韩雅敏,12
614,S00614,Sophia,12
616,S00616,沈航,12
616,S00616,沈航,12
618,S00618,曹宇,12
619,S00619,韩晨杰,12
621,S00621,严浩,12
622,S00622,朱伟,12
625,S00625,陶勇,12
626,S00626,周琪,12
626,S00626,周琪,12
627,S00627,严萍婷,12
627,S00627,严萍婷,12
628,S00628,赵芳洁,12
631,S00631,Lucas,12
632,S00632,何萍,12
632,S00632,何萍,12
633,S00633,蒋军,12
633,S00633,蒋军,12
634,S00634,华萍,12
637,S00637,郑凯,13
638,S00638,陈强,13
638,S00638,陈强,13
639,S00639,王鑫,13
640,S00640,孙凯,13
641,S00641,何军伟,13
641,S00641,何军伟,13
643,S00643,孙颖,13
643,S00643,孙颖,13
643,S00643,孙颖,13
644,S00644,朱雅,13
645,S00645,王萍,13
646,S00646,朱浩航,13
648,S00648,钱凯,13
648,S00648,钱凯,13
650,S00650,周军,13
653,S00653,姜倩,13
657,S00657,赵鑫,13
658,S00658,杨磊,13
659,S00659,冯航浩,13
659,S00659,冯航浩,13
661,S00661,华丹,13
661,S00661,华丹,13
661,S00661,华丹,13
664,S00664,吕娜静,13
664,S00664,吕娜静,13
665,S00665,蒋航博,13
666,S00666,许浩,13
666,S00666,许浩,13
666,S00666,许浩,13
666,S00666,许浩,13
667,S00667,吴慧,13
669,S00669,Mia,13
669,S00669,Mia,13
671,S00671,郑超鑫,13
671,S00671,郑超鑫,13
672,S00672,孙雅,13
672,S00672,孙雅,13
672,S00672,孙雅,13
673,S00673,卫媛,13
673,S00673,卫媛,13
673,S00673,卫媛,13
674,S00674,魏丽,13
675,S00675,姜丹丽,13
676,S00676,陶宇皓,13
677,S00677,姜洁,13
677,S00677,姜洁,13
679,S00679,吴强,13
680,S00680,沈颖,13
681,S00681,周皓,13
681,S00681,周皓,13
682,S00682,孔洁倩,13
683,S00683,褚媛,13
684,S00684,卫昊,13
684,S00684,卫昊,13
685,S00685,郑杰,13
685,S00685,郑杰,13
686,S00686,姜媛丽,13
688,S00688,卫晨,13
689,S00689,褚慧,13
689,S00689,褚慧,13
690,S00690,王鹏,14
690,S00690,王鹏,14
691,S00691,何航伟,14
691,S00691,何航伟,14
692,S00692,华博博,14
692,S00692,华博博,14
693,S00693,Olivia,14
693,S00693,Olivia,14
694,S00694,沈鹏,14
694,S00694,沈鹏,14
695,S00695,冯鑫宇,14
695,S00695,冯鑫宇,14
696,S00696,何昊鹏,14
696,S00696,何昊鹏,14
696,S00696,何昊鹏,14
701,S00701,张琳雅,14
701,S00701,张琳雅,14
701,S00701,张琳雅,14
702,S00702,李鑫,14
704,S00704,陈媛,14
704,S00704,陈媛,14
705,S00705,姜雅,14
705,S00705,姜雅,14
706,S00706,钱敏丹,14
706,S00706,钱敏丹,14
707,S00707,吕琪,14
707,S00707,吕琪,14
708,S00708,何欣雅,14
709,S00709,曹凯,14
709,S00709,曹凯,14
709,S00709,曹凯,14
709,S00709,曹凯,14
710,S00710,严晨,14
710,S00710,严晨,14
712,S00712,郑宇鑫,14
712,S00712,郑宇鑫,14
713,S00713,Ethan,14
713,S00713,Ethan,14
713,S00713,Ethan,14
715,S00715,卫凯,14
715,S00715,卫凯,14
716,S00716,尤雪,14
716,S00716,尤雪,14
717,S00717,许雅颖,14
721,S00721,韩峰,14
721,S00721,韩峰,14
722,S00722,钱洁,14
722,S00722,钱洁,14
723,S00723,李昊,14
724,S00724,钱峰,14
724,S00724,钱峰,14
725,S00725,严颖,14
726,S00726,褚雅,14
726,S00726,褚雅,14
727,S00727,韩皓凯,14
727,S00727,韩皓凯,14
727,S00727,韩皓凯,14
730,S00730,曹凯,14
730,S00730,曹凯,14
732,S00732,华洋,14
733,S00733,陶婷颖,14
733,S00733,陶婷颖,14
735,S00735,严洋,14
735,S00735,严洋,14
736,S00736,魏琳,14
736,S00736,魏琳,14
737,S00737,赵婷慧,14
737,S00737,赵婷慧,14
738,S00738,吕燕,14
738,S00738,吕燕,14
738,S00738,吕燕,14
738,S00738,吕燕,14
739,S00739,秦鹏,14
740,S00740,Noah,14
740,S00740,Noah,14
741,S00741,吴伟,14
743,S00743,严丽倩,15
744,S00744,陶皓,15
744,S00744,陶皓,15
745,S00745,孙浩,15
745,S00745,孙浩,15
745,S00745,孙浩,15
746,S00746,陈伟,15
746,S00746,陈伟,15
747,S00747,金琪,15
748,S00748,沈勇浩,15
748,S00748,沈勇浩,15
749,S00749,吴倩,15
749,S00749,吴倩,15
750,S00750,严琪,15
750,S00750,严琪,15
751,S00751,赵媛,15
752,S00752,沈峰涛,15
754,S00754,孔颖,15
755,S00755,金军,15
755,S00755,金军,15
757,S00757,华峰,15
757,S00757,华峰,15
757,S00757,华峰,15
759,S00759,吕萍媛,15
759,S00759,吕萍媛,15
761,S00761,Ava,15
763,S00763,吴丹静,15
763,S00763,吴丹静,15
765,S00765,李浩,15
765,S00765,李浩,15
766,S00766,陶婷,15
767,S00767,华航强,15
768,S00768,姜琳,15
768,S00768,姜琳,15
769,S00769,尤静萍,15
769,S00769,尤静萍,15
770,S00770,何丹,15
770,S00770,何丹,15
770,S00770,何丹,15
771,S00771,杨燕燕,15
771,S00771,杨燕燕,15
772,S00772,周媛,15
773,S00773,金洁,15
773,S00773,金洁,15
774,S00774,金洋,15
776,S00776,Mia,15
777,S00777,沈航,15
777,S00777,沈航,15
777,S00777,沈航,15
778,S00778,蒋婷,15
778,S00778,蒋婷,15
779,S00779,杨宇涛,15
779,S00779,杨宇涛,15
779,S00779,杨宇涛,15
780,S00780,张涛,15
780,S00780,张涛,15
781,S00781,郑慧,15
782,S00782,陶凯强,15
785,S00785,沈浩军,15
786,S00786,秦皓,15
788,S00788,郑静,15
789,S00789,褚婷,15
789,S00789,褚婷,15
790,S00790,孔慧,15
791,S00791,Isabella,15
793,S00793,Mia,15
793,S00793,Mia,15
794,S00794,秦媛雪,15
795,S00795,王丽丹,15
797,S00797,Ava,16
798,S00798,姜凯,16
798,S00798,姜凯,16
799,S00799,钱雅洁,16
799,S00799,钱雅洁,16
800,S00800,严超,16
800,S00800,严超,16
800,S00800,严超,16
802,S00802,王勇,16
802,S00802,王勇,16
802,S00802,王勇,16
804,S00804,韩勇,16
805,S00805,Ava,16
807,S00807,秦斌,16
808,S00808,尤鹏,16
808,S00808,尤鹏,16
808,S00808,尤鹏,16
809,S00809,Lucas,16
809,S00809,Lucas,16
810,S00810,金斌,16
811,S00811,朱洋,16
812,S00812,张皓,16
813,S00813,魏娜雪,16
815,S00815,吕超,16
816,S00816,何航,16
816,S00816,何航,16
816,S00816,何航,16
818,S00818,华雪媛,16
819,S00819,华昊,16
819,S00819,华昊,16
820,S00820,陶琪,16
820,S00820,陶琪,16
820,S00820,陶琪,16
822,S00822,Isabella,16
823,S00823,郑超,16
823,S00823,郑超,16
823,S00823,郑超,16
823,S00823,郑超,16
826,S00826,周颖娜,16
826,S00826,周颖娜,16
826,S00826,周颖娜,16
827,S00827,陈博,16
827,S00827,陈博,16
829,S00829,尤静,16
830,S00830,周丽,16
831,S00831,韩雪,16
832,S00832,韩敏,16
834,S00834,赵军,16
834,S00834,赵军,16
834,S00834,赵军,16
835,S00835,孔婷雅,16
836,S00836,钱娜,16
836,S00836,钱娜,16
837,S00837,蒋超,16
838,S00838,赵洁琳,16
842,S00842,Emma,16
843,S00843,赵浩,16
845,S00845,华伟浩,16
851,S00851,Mia,17
852,S00852,施欣,17
853,S00853,卫凯,17
854,S00854,姜军,17
854,S00854,姜军,17
854,S00854,姜军,17
854,S00854,姜军,17
855,S00855,杨雅芳,17
855,S00855,杨雅芳,17
855,S00855,杨雅芳,17
856,S00856,杨媛,17
857,S00857,钱勇,17
857,S00857,钱勇,17
857,S00857,钱勇,17
857,S00857,钱勇,17
858,S00858,Mia,17
859,S00859,褚倩,17
860,S00860,张强凯,17
860,S00860,张强凯,17
861,S00861,王航,17
861,S00861,王航,17
861,S00861,王航,17
863,S00863,魏琪雅,17
864,S00864,陈斌,17
864,S00864,陈斌,17
865,S00865,孔昊杰,17
866,S00866,王雪欣,17
866,S00866,王雪欣,17
867,S00867,韩燕,17
867,S00867,韩燕,17
868,S00868,孔伟,17
870,S00870,Olivia,17
871,S00871,孙昊,17
871,S00871,孙昊,17
872,S00872,严杰,17
873,S00873,褚宇,17
873,S00873,褚宇,17
873,S00873,褚宇,17
873,S00873,褚宇,17
874,S00874,冯勇,17
875,S00875,赵琪,17
875,S00875,赵琪,17
875,S00875,赵琪,17
876,S00876,何欣,17
876,S00876,何欣,17
880,S00880,王宇,17
881,S00881,金倩颖,17
881,S00881,金倩颖,17
882,S00882,何慧,17
883,S00883,李浩鑫,17
884,S00884,韩欣,17
884,S00884,韩欣,17
886,S00886,李欣,17
888,S00888,郑鑫,17
891,S00891,朱伟,17
892,S00892,严婷慧,17
894,S00894,周涛,17
894,S00894,周涛,17
894,S00894,周涛,17
895,S00895,姜浩,17
895,S00895,姜浩,17
896,S00896,李琳,17
